TR:BT20:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:INSULIN,TR:NRG1,TR:SERUM,TR:AKT_pT308i,TR:MEK1_pS217_S221i,DA:ALL,DV:4EBP1_pS65,DV:AKT_pS473,DV:AKT_pT308,DV:BAD_pS112,DV:c-JUN_pS73,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:EGFR_pY992,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:PKC-alpha_pS657,DV:Rb_pS807_S811,DV:Src_pY416,DV:STAT3_pY705,DA:4EBP1_pS65,DA:AKT_pS473,DA:AKT_pT308,DA:BAD_pS112,DA:c-JUN_pS73,DA:c-Met_pY1235,DA:c-Raf_pS338,DA:EGFR_pY992,DA:ER-alpha_pS118,DA:GSK3-alpha-beta_pS21_S9,DA:GSK3-alpha-beta_pS9,DA:HER2_pY1248,DA:HER3_pY1298,DA:JNK_pT183_pT185,DA:MAPK_pT202_Y204,DA:MEK1_pS217_S221,DA:mTOR_pS2448,DA:p70S6K_pT389,DA:p90RSK_pT359_S363,DA:PKC-alpha_pS657,DA:Rb_pS807_S811,DA:Src_pY416,DA:STAT3_pY705
1,0,0,1,0,0,0,0,1,0,240,0.5959825348,0.4596253776,0.4837761945,0.5065958074,0.4568930435,0.3826705618,0.7148710848,0.3982056203,0.6419135057,0.3974165054,0.4395554037,0.3082232825,0.4102505153,0.4987195099,0.1735368583,0.2571310793,0.4368597448,0.433984611,0.395312367,0.5727055639,0.5551573294,0.612084933,0.6117089691,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,1,0,0,0,0,0,1,0,0.7132969988,0.236252563,0.1939762483,0.5187410608,0.1969263985,0.3739136354,0.3224354948,0.4018835094,0.5802043085,0.3727507751,0.5365649502,0.1908079501,0.2456424804,0.3404713143,0.1506161463,0.245781414,0.5116490614,0.2724367716,0.4458483328,0.4551270691,0.4628282012,0.5001707792,0.6135681906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,5,0.4214758567,0.3672000374,0.4163711084,0.5771946489,0.2185579931,0.7653453436,0.3992685683,0.2675421379,0.832689794,0.3584864598,0.4660867271,0.3257393081,0.417748472,0.4071893472,0.049709853,0.194364896,0.4330576308,0.1730921342,0.3265701162,0.5184133381,0.5419110879,0.6015682798,0.4764800349,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,0,1,15,0.3764891214,0.3703534765,0.6546119736,0.4477746776,0.4598428637,0.5877351314,0.5923687195,0.5300297429,0.5203881887,0.3462050773,0.5620761845,0.1972338394,0.2888633801,0.469562911,0.0610197066,0.2445649511,0.4760245323,0.2762613072,0.3386962501,0.6420160139,0.5118032905,0.3139285106,0.6023890653,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,1,0,0,0,0,0,1,30,0.5831187333,0.8127314895,0.4471048768,0.5058988414,0.2558147136,0.5766176174,0.7975760526,0.3695308238,0.7289873086,0.4483062399,0.363701543,0.2761260022,0.3626456453,0.5409825714,0.081912228,0.2987078216,0.4531259937,0.353112969,0.4075786118,0.6862535807,0.4255615341,0.5090960387,0.4953360601,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,1,0,0,0,0,0,1,60,0.3948761974,0.6851536683,0.7318316648,0.2944685713,0.7193508548,0.730134645,0.490068687,0.2261864463,0.5867183738,0.4125152355,0.5017904907,0.3742810988,0.4813767018,0.3055669026,0.1382395502,0.2305186764,0.5014333012,0.2112948261,0.3090686925,0.4554145414,0.8447411423,0.2903555045,0.507814125,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,1,0,0,0,0,0,1,120,0.3220935248,0.6719898189,0.3587036052,0.5269931269,0.2442434103,0.4565656887,0.8547273459,0.5142812682,0.7217919925,0.3971740143,0.4114453312,0.6732239518,0.2999926079,0.4044431248,0.2297368585,0.4291850034,0.3801630667,0.3542723239,0.3410638216,0.6341944125,0.535203372,0.3976284489,0.4571169159,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,1,0,0,0,0,0,1,240,0.3883432363,0.4476337163,0.7108274397,0.429132758,0.2986874302,0.4734818545,0.4913916113,0.3854516212,0.7586619196,0.359469893,0.4476596215,0.1822894502,0.3583178535,0.3401309172,0.3712173061,0.2888606393,0.43777382,0.2866904503,0.2455747029,0.7502207565,0.3738556172,0.3764422567,0.4376342619,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,1,0,0,0,0,0,0,0,0.4145435189,0.1730892928,0.2284050118,0.6189966044,0.5818713671,0.5495358387,0.2817610304,0.235324306,0.8856990925,0.4942357086,0.542850781,0.2161108313,0.3633507752,0.3718742114,0.3299798355,0.1355398936,0.4450891561,0.3121967283,0.4810808165,0.5424300075,0.5571278906,0.5392336614,0.5264121183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,5,0.4831921463,0.4571045048,0.5729899492,0.3448484698,0.183457639,0.6463514851,0.52132979,0.3124236883,0.7339924626,0.6313169392,0.7577605633,0.457284299,0.4603853739,0.3516073832,0.6947843693,0.4482245021,0.5968665261,0.3705226949,0.4731245989,0.6476404787,0.5158995814,0.3021732659,0.4631439999,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,0,0,15,0.7576955626,0.32232286,0.2399338881,0.5941352061,0.2443180642,0.5461373511,0.5583383222,0.5230874551,0.5609279793,0.5042413157,0.6756936124,0.2380811418,0.656957053,0.49922691,0.4347156207,0.4435307795,0.6074477727,0.4033033542,0.569420376,0.6848337475,0.4612313543,0.6396201906,0.4753762339,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,1,0,0,0,0,0,0,30,0.4003178318,0.5959670057,0.2419741337,0.6537760746,0.2451883984,0.6860285663,0.7699913055,0.3909408307,0.694414187,0.5440682261,0.4846064543,0.2852036691,0.3606591205,0.3562659865,0.6826074386,0.3004835776,0.6169630821,0.8674620036,0.7635111821,0.5302369177,0.4291267008,0.3985848044,0.5604031478,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,1,0,0,0,0,0,0,60,0.4048950093,0.495979625,0.3046326574,0.7599659541,0.3789835301,0.3978833017,0.5465503088,0.5241794569,0.5018084124,0.521440046,0.7232594731,0.1928303927,0.3069302124,0.3027841501,0.3605961778,0.2083277916,0.5426514437,0.7303637557,0.4546011053,0.4904091547,0.5367643966,0.3330265103,0.6325486605,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,1,0,0,0,0,0,0,120,0.6097859973,0.4768040586,0.3518409779,0.7344862501,0.4365567049,0.4054203477,0.5252430822,0.5142386551,0.5011280454,0.5129286997,0.3961496869,0.5080177632,0.2821822998,0.5467186988,0.5755539075,0.2360133775,0.5603677903,0.5259919146,0.3960994637,0.7092455685,0.3755055614,0.3640645326,0.543562825,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,1,0,0,0,0,0,0,240,0.4695259361,0.492462561,0.2347225943,0.3889762594,0.2898370607,0.4540465073,0.4339426404,0.2840019782,0.6718016871,0.4836366988,0.3628673899,0.2797557795,0.3223115414,0.4575143231,0.3158656683,0.1923612892,0.6184440602,0.4204098591,0.3741339142,0.5941637225,0.3838215286,0.3328325184,0.5310144376,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,0,0,0,1,0,0,0,0.531396605,0.3140161111,0.5369845312,0.7184955583,0.2010149937,0.3950518755,0.4366988278,0.3356215511,0.5849567228,0.3735124996,0.4904397605,0.2802166029,0.1809066271,0.6302604294,0.3326632634,0.4795783551,0.7852313228,0.2568975037,0.5878992752,0.4447898588,0.3782363603,0.429792996,0.5463988298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,5,0.3521937217,0.3638054962,0.3212621338,0.6035035882,0.3762121905,0.5344964421,0.5827546931,0.2494830315,0.6460454938,0.4564540908,0.6262129382,0.3417913093,0.1991640165,0.4400627655,0.4870535812,0.335147811,0.5574474448,0.3351051182,0.5386050263,0.8058430208,0.6445210097,0.3777383992,0.5844762351,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,0,0,15,0.5510045841,0.3102632922,0.192396733,0.6598343655,0.4346255562,0.421227382,0.5675881475,0.3890310443,0.57129107,0.4742952502,0.4592539274,0.2429226624,0.2487738181,0.7554927969,0.3436538543,0.3038884969,0.5189324311,0.5385627954,0.8498650871,0.7529658305,0.5836861763,0.3078417163,0.7231106,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,0,0,1,0,0,30,0.4662555223,0.3900650719,0.2245329506,0.5356444043,0.34567944,0.417448276,0.4868700988,0.4705387108,0.6178137326,0.6166642364,0.6293858853,0.3026918441,0.5874480454,0.547662856,0.3220947361,0.2925685007,0.677663813,0.5210626976,0.759713787,0.6001503581,0.5723359971,0.3229684251,0.5072400308,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,0,0,1,0,0,60,0.3873345822,0.557776021,0.2531419671,0.6579126416,0.5586904137,0.4159205265,0.4282422164,0.2899384103,0.5542275376,0.4494370633,0.607336435,0.2460324774,0.4175349682,0.7821302767,0.3393662236,0.2495666486,0.566537022,0.5997657233,0.6873950454,0.6478461824,0.5094776356,0.3375041576,0.498864176,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,0,0,1,0,0,120,0.3562140843,0.3529126049,0.320487146,0.4998145972,0.9116712755,0.6268419733,0.7102124799,0.3955662658,0.7885210181,0.3769519119,0.5273895066,0.2408279722,0.3380764665,0.5383840963,0.33014206,0.2128950908,0.5498905839,0.6562844479,0.5470721351,0.5974010157,0.4957607686,0.2956972782,0.930731032,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,0,0,1,0,0,240,0.5888941248,0.2556971378,0.1890604551,0.8218963168,0.7017849186,0.3698617657,0.5837107473,0.3987121524,0.5935709594,0.4419915001,0.4463306935,0.3563518428,0.252853578,0.4572218785,0.3693090454,0.2436332286,0.5957474432,0.7118287164,0.5171355672,0.5132769395,0.444535887,0.4341115245,0.5293331786,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,0,0,1,0,1,0,0,0.5017068699,0.6194573303,0.7169664963,0.3748819617,0.3519239774,0.4623449415,0.4551759935,0.6118987537,0.7578733435,0.4236687622,0.4055115812,0.1890107682,0.3151585862,0.5373609538,0.3096897362,0.1263592987,0.6612513366,0.2591367561,0.4496657145,0.7460789862,0.5655614828,0.4143205366,0.4785170355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,5,0.3903921264,0.5657195078,0.3873945613,0.4136188581,0.2130241302,0.5495565048,0.5729934892,0.2194576155,0.4761694134,0.6112197741,0.5637708842,0.339226951,0.6831536196,0.4687572594,0.3507641556,0.2144000754,0.4793348327,0.215926188,0.3669802065,0.5149628485,0.4390905063,0.3317322945,0.3962388512,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,1,0,15,0.5369169528,0.7634853666,0.9160061674,0.5664283501,0.3535006474,0.3314114777,0.4520335037,0.3010378662,0.5419840026,0.5781195878,0.4654717763,0.2843790501,0.6400977233,0.5549683612,0.5358962547,0.3680277157,0.4423586951,0.2216561659,0.3968292994,0.4936172428,0.5805314661,0.2474633019,0.3827991826,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,0,1,0,1,0,30,0.3327281273,0.6495226231,0.3550342519,0.4192450602,0.3880129399,0.403125817,0.3577123626,0.273856005,0.6261827337,0.4486871538,0.3662421697,0.2245893648,0.6344571896,0.5962114427,0.3684945357,0.2325684404,0.5075818616,0.5990406538,0.633227752,0.5122541915,0.3840989413,0.263054265,0.5640982618,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,0,1,0,1,0,60,0.5778338409,0.6012199745,0.7669287558,0.4347377096,0.2152225931,0.4521729419,0.3390921102,0.3458150219,0.7789631288,0.3844922948,0.5567208231,0.3075813643,0.7336760774,0.5452241683,0.2155326454,0.1971102963,0.4958556599,0.3435652055,0.2709190203,0.522009484,0.4594671052,0.3337200063,0.4430303393,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,0,1,0,1,0,120,0.4248828374,0.3706280075,0.4313392539,0.4417860525,0.3315056803,0.5635733253,0.6152136508,0.3750814431,0.5795265358,0.5257312349,0.3214015171,0.259987844,0.6194206403,0.6035658682,0.4219901329,0.1121313815,0.433051481,0.2967786689,0.3609960783,0.7292067881,0.4700099331,0.4020924965,0.7444321125,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,0,1,0,1,0,240,0.328516069,0.5484955863,0.4042378367,0.5180248637,0.2957207815,0.4218142672,0.715032686,0.3449618393,0.6734964356,0.4229457582,0.3400584464,0.3739514614,0.5517952303,0.4549973032,0.3358832186,0.290165864,0.51949922,0.3189077198,0.4621671263,0.7762520886,0.6771367172,0.5061288134,0.879513008,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,0,0,1,0,0,0,0,0.5373232188,0.2057101865,0.1959185406,0.4006962664,0.5255467473,0.4699032291,0.290114096,0.2715592138,0.8273204562,0.3823026316,0.5228732552,0.1745297861,0.4329939336,0.3447830084,0.1613331352,0.3654964255,0.6002717997,0.3361657065,0.3089633279,0.4731386048,0.522507915,0.3137391056,0.6544109854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,5,0.7147297201,0.4764797824,0.4246530396,0.430070083,0.1868558428,0.7846419146,0.6415231002,0.2721856529,0.5303116291,0.6985352118,0.8721493262,0.1830223545,0.7367279336,0.7115129319,0.3583652098,0.4184368273,0.4054411288,0.3882385262,0.4338881899,0.7112335708,0.5107052133,0.4135314533,0.4698758559,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,0,0,15,0.5815907645,0.4058934143,0.2968600526,0.6722988264,0.2490956307,0.3866684604,0.543273336,0.2683791144,0.6545732238,0.5388537255,0.8876123745,0.1687847029,0.628075381,0.3730122416,0.3132860739,0.3165430257,0.5107792339,0.3961832445,0.5611802392,0.649420322,0.5253418843,0.2628242954,0.5630706529,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,0,1,0,0,0,30,0.7031726453,0.3204677216,0.3945024891,0.4597475021,0.3714488264,0.4436150464,0.3785653478,0.3250526158,0.5497000438,0.580288492,0.824763191,0.2351494285,0.7575404417,0.6563872265,0.4565160741,0.1170238381,0.5879601699,0.5758071961,0.5201072479,0.5859105656,0.6087529234,0.2929371849,0.516502284,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,0,1,0,0,0,60,0.6071028435,0.5185515348,0.3128507909,0.5371571617,0.2539180565,0.4117881629,0.374997273,0.2771216175,0.7198333085,0.484775251,0.5995554354,0.2096381393,0.5860688838,0.3647265486,0.2702512672,0.275340298,0.4415130873,0.5508347152,0.37371453,0.4962457979,0.4113463415,0.4521580099,0.4588672798,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,0,1,0,0,0,120,0.4427030219,0.4049065505,0.2943308705,0.3742825753,0.2649368809,0.5229650364,0.5686653671,0.3376413756,0.5961560008,0.44381304,0.6564727937,0.1554939258,0.5662209579,0.7316491858,0.2652446341,0.2589630274,0.6212209484,0.5480795099,0.3288774079,0.7239608704,0.7985853325,0.2807051497,0.6062112563,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,0,1,0,0,0,240,0.7992662206,0.5313461725,0.3081076412,0.5283029685,0.2873587952,0.4629250012,0.5779719888,0.4411070663,0.6049930613,0.5065855403,0.4743812685,0.1942890481,0.6069361434,0.3335039957,0.1969127677,0.1434210085,0.5231146455,0.4234461212,0.4852832817,0.5736235368,0.4275898058,0.3943386231,0.6079683998,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
