TR:BT549:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:INSULIN,TR:NRG1,TR:SERUM,TR:AKT_pT308i,DA:ALL,DV:4EBP1_pS65,DV:AKT_pS473,DV:AKT_pT308,DV:BAD_pS112,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:Rb_pS807_S811,DV:Src_pY416,DV:STAT3_pY705,DA:4EBP1_pS65,DA:AKT_pS473,DA:AKT_pT308,DA:BAD_pS112,DA:c-Met_pY1235,DA:c-Raf_pS338,DA:ER-alpha_pS118,DA:GSK3-alpha-beta_pS21_S9,DA:GSK3-alpha-beta_pS9,DA:HER2_pY1248,DA:HER3_pY1298,DA:JNK_pT183_pT185,DA:MAPK_pT202_Y204,DA:MEK1_pS217_S221,DA:mTOR_pS2448,DA:p70S6K_pT389,DA:p90RSK_pT359_S363,DA:Rb_pS807_S811,DA:Src_pY416,DA:STAT3_pY705
1,0,0,0,0,1,0,0,1,5,0.3832295316,0.2266531375,0.6581161812,0.7198015549,0.959645197,0.0665206919,0.2501530136,0.5316484945,0.3460012028,0.8073788209,0.5991425093,0.8844522369,0.0733909467,0.4405344718,0.547061106,0.7013952282,0.3450033853,0.7009977897,0.7463519203,0.7036516419,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,1,0,0,1,15,0.8613347481,0.703004391,0.6339825479,0.110408049,0.0890842655,0.8977712255,0.6245707035,0.8731939576,0.2902442088,0.6549680615,0.0262261386,0.2550176093,0.767398735,0.1328739448,0.784709481,0.4925117763,0.3286325929,0.1092224967,0.1739549641,0.9189505683,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,1,0,0,1,30,0.4639091929,0.7541525852,0.2293062515,0.2166473763,0.7977424598,0.4972301289,0.7282424232,0.0545396739,0.8867007628,0.8782283951,0.1551986663,0.9090498419,0.0849522159,0.4392037479,0.1944410943,0.9676677485,0.9274855329,0.006610766,0.1175448018,0.6600719084,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,1,0,0,1,60,0.5705482199,0.5472866339,0.1822280153,0.8110202156,0.5907757461,0.7713034289,0.4981703153,0.5004007755,0.2100307967,0.9023729254,0.8339108707,0.8945604448,0.7287640796,0.5476427423,0.746889152,0.4761614943,0.7560724325,0.5973020798,0.1740375244,0.6901049193,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,1,0,0,1,120,0.6953068087,0.5534834199,0.1663525077,0.1386618829,0.9121967543,0.0603622294,0.849828295,0.4327632145,0.1308765478,0.1522328567,0.1948933672,0.398517161,0.4478896436,0.3951363758,0.4755582244,0.9949055172,0.2882386334,0.6591760666,0.627409164,0.8537236098,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,1,0,0,1,240,0.9609172732,0.6305727917,0.1496070916,0.8818992007,0.1011293189,0.2624574649,0.1909182036,0.9042824916,0.5205158873,0.1925800868,0.8297880351,0.6250200018,0.6512486632,0.3982719945,0.5832585812,0.4905786218,0.6061798761,0.5800064306,0.8418902556,0.4679017227,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,1,0,0,0,0,0,0,1,0,0.5463129793,0.9854569505,0.2027473977,0.9235560617,0.293294643,0.6510693687,0.1241437872,0.6301833514,0.9054627497,0.7909756486,0.338074859,0.5675972862,0.1695018706,0.7513486511,0.2605480819,0.5034533965,0.7660293642,0.9099516101,0.5100828549,0.4584786819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,5,0.6365765734,0.634278203,0.9549589018,0.0127555628,0.0515882054,0.1336039104,0.0027904213,0.9830362221,0.4025302356,0.0607051042,0.6711165495,0.8945118854,0.5314492414,0.5223503461,0.0848224596,0.7687728759,0.8461523443,0.6360061521,0.1657637439,0.8061041874,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,1,15,0.5708924892,0.6004556125,0.0159083388,0.377159253,0.5041281806,0.6385457368,0.15295279,0.5852003395,0.2157612522,0.3898271925,0.0523663191,0.2141658039,0.6338008582,0.4904330337,0.2981328512,0.3880844821,0.9019811919,0.5255612512,0.7143052824,0.8247672362,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,1,0,0,0,0,0,0,1,30,0.927112147,0.9091869571,0.9575143502,0.167811689,0.7683757519,0.384943095,0.5341608246,0.8406365176,0.0787394832,0.2999658543,0.7343090664,0.0038591589,0.0140960042,0.0886789345,0.9171293589,0.4532592595,0.5957071476,0.2596230801,0.9070372963,0.1904361032,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,1,0,0,0,0,0,0,1,60,0.8637655698,0.5708366339,0.0256922854,0.5402227957,0.2829853762,0.7656981257,0.5106336051,0.4688137806,0.9330598618,0.7341799066,0.4994817778,0.880581461,0.4703713352,0.2508516331,0.4705181927,0.1328539682,0.0685361446,0.0511708674,0.2185377411,0.0256732083,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,1,0,0,0,0,0,0,1,120,0.1698392509,0.3354199212,0.9711106631,0.1016624349,0.2253602458,0.6529156822,0.3852158799,0.5452223297,0.602871561,0.1042092538,0.9432999375,0.235121635,0.8863259712,0.4475590228,0.2694675532,0.7585063282,0.2180433749,0.7319501292,0.8709614479,0.0568149605,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,1,0,0,0,0,0,0,1,240,0.1786990292,0.9571391583,0.2975956768,0.0392677459,0.3312896426,0.3814890653,0.3105964537,0.1791041209,0.3774921732,0.7925754876,0.2897724164,0.2448646223,0.1140284357,0.6379608961,0.7629704769,0.5652369341,0.8694084915,0.1642913909,0.2118359436,0.1429355803,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,1,0,0,0,0,1,0,0.2435043676,0.4399231223,0.5250730792,0.9332291118,0.4532513514,0.3000185827,0.0035554475,0.6344616968,0.6649314412,0.7827289428,0.376560427,0.6409170351,0.4425411517,0.7094452915,0.7721721052,0.6486365991,0.4142178541,0.2803970057,0.8366649403,0.1714187376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,5,0.7517793551,0.6015425935,0.8623392115,0.9715918829,0.7373846382,0.3401395555,0.8152424453,0.9629587754,0.7921902644,0.5323976932,0.1137553617,0.3045244812,0.6595478882,0.9926198093,0.0212996241,0.7980580631,0.661209152,0.259427448,0.8593016892,0.6258447813,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,1,15,0.1991343751,0.7202623616,0.8964049035,0.36092802,0.5098856547,0.9189265367,0.6384184582,0.5340137515,0.3334921299,0.2533523418,0.9648507073,0.8256208119,0.2947729703,0.9321948701,0.8799861925,0.2204482429,0.7834848403,0.5470959597,0.523377473,0.0295152077,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,1,0,0,0,0,1,30,0.9829405115,0.6787783417,0.1890105554,0.6442054038,0.3825141919,0.4562668133,0.4483393807,0.4796142523,0.6926588643,0.070954585,0.4325115672,0.8836887109,0.9503684015,0.0922294964,0.7981701841,0.8578907711,0.2478860076,0.5412684675,0.4773627943,0.4723322652,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,1,0,0,0,0,1,60,0.7096387025,0.2127590101,0.6607195574,0.0679473021,0.9054832168,0.4424969526,0.2440857703,0.793666083,0.2038156772,0.6258033312,0.084563201,0.945372958,0.6942862476,0.9535399728,0.3241652385,0.9047289191,0.5544252889,0.788113184,0.8898831327,0.6784427704,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,1,0,0,0,0,1,120,0.1754361455,0.081623375,0.9412309379,0.2079119964,0.965257749,0.4541858196,0.803385086,0.0927137189,0.9587135959,0.0246814701,0.7166764126,0.3907953384,0.206806527,0.1627956588,0.6690444166,0.292019885,0.2295853951,0.8696055553,0.0650762004,0.1147889692,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,1,0,0,0,0,1,240,0.8582973924,0.2744794079,0.9757071257,0.0396038468,0.6282673526,0.9452820092,0.8239708872,0.8807995429,0.7118324564,0.0620424925,0.5067873795,0.8013200647,0.554762326,0.9704550873,0.2962938634,0.7258697581,0.006912764,0.7875405302,0.5094561252,0.236063924,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,0,0,0,1,1,0,0.909411483,0.8675183865,0.107935253,0.4693593132,0.1320311701,0.2191189526,0.8521906494,0.0038735355,0.1669065921,0.1296119823,0.3280877412,0.157113288,0.8792784845,0.5970066653,0.9299520437,0.3394458044,0.7666393972,0.9694278559,0.6207979471,0.2890806022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,1,5,0.9616630802,0.5593570674,0.178899228,0.1500967227,0.6183017783,0.8824027959,0.4672517554,0.5115290922,0.4427771731,0.4506140723,0.7535241411,0.6251653968,0.5578576907,0.2402271191,0.2819604349,0.2726812269,0.0218332495,0.1804681097,0.7335674398,0.1727562943,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,1,15,0.5705997041,0.464627771,0.7465514271,0.9913069212,0.3830201041,0.0198754228,0.9706989732,0.6784636343,0.6329935684,0.6723358439,0.8360058246,0.6989853528,0.7523340602,0.0702951615,0.1688799713,0.1702745899,0.3931034346,0.9305989628,0.2299962309,0.3237061227,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,0,0,1,1,30,0.5628792304,0.4303009008,0.0494685225,0.4270623478,0.9911937476,0.3417648832,0.841244015,0.5657476468,0.9299671716,0.8561108335,0.2537163523,0.0858689331,0.8949007922,0.3000412151,0.745166604,0.6640182258,0.2525401558,0.045151876,0.0218718757,0.801110099,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,0,0,1,1,60,0.1766612047,0.77398592,0.071284882,0.955372103,0.2868272848,0.7660274457,0.0785482064,0.4784586467,0.5293309694,0.4984454243,0.5344250168,0.5311795728,0.8418441731,0.8135448239,0.4771343515,0.5358516576,0.2042169214,0.2406458853,0.1389888897,0.2996336992,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,0,0,1,1,120,0.5136790604,0.6539204213,0.4891255196,0.7242470335,0.7061914296,0.3428037015,0.2375988877,0.3205128441,0.6264744239,0.048784504,0.435165233,0.8885665221,0.1308566826,0.0767098742,0.6534445411,0.8291094182,0.6622794672,0.0088550301,0.7695074469,0.7756257231,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,0,0,1,1,240,0.5484719159,0.6577292717,0.8498938212,0.5808917124,0.5352058975,0.6188064042,0.8175708813,0.6015797985,0.6808189227,0.3138323599,0.1577041457,0.2636660082,0.1891539339,0.3544730954,0.9665759331,0.2673620806,0.91474208,0.6715935343,0.9697651809,0.5527708306,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
