TR:BT549:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:INSULIN,TR:NRG1,TR:SERUM,TR:AKT_pT308i,DA:ALL,DV:4EBP1_pS65,DV:AKT_pS473,DV:AKT_pT308,DV:BAD_pS112,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:Rb_pS807_S811,DV:Src_pY416,DV:STAT3_pY705,DA:4EBP1_pS65,DA:AKT_pS473,DA:AKT_pT308,DA:BAD_pS112,DA:c-Met_pY1235,DA:c-Raf_pS338,DA:ER-alpha_pS118,DA:GSK3-alpha-beta_pS21_S9,DA:GSK3-alpha-beta_pS9,DA:HER2_pY1248,DA:HER3_pY1298,DA:JNK_pT183_pT185,DA:MAPK_pT202_Y204,DA:MEK1_pS217_S221,DA:mTOR_pS2448,DA:p70S6K_pT389,DA:p90RSK_pT359_S363,DA:Rb_pS807_S811,DA:Src_pY416,DA:STAT3_pY705
1,0,0,0,0,1,0,0,1,5,0.4366044941,0.5927124343,0.8991476764,0.5723265461,0.5030461178,0.4864373326,0.9336125712,0.2767939391,0.3438430721,0.2056835802,0.8906991788,0.6336053295,0.290074322,0.4410612689,0.4228140167,0.3361472153,0.8571726477,0.8177415631,0.3324920462,0.8824561634,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,1,0,0,1,15,0.4443002645,0.5496980716,0.8444408978,0.5895296263,0.5320091268,0.608608924,0.8347433522,0.2956971811,0.382538306,0.2039168728,0.8224690387,0.6401079001,0.2585044429,0.3720898092,0.5596008466,0.306812382,0.8614348399,0.6394749365,0.3199024887,0.8565854727,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,1,0,0,1,30,0.4344416977,0.7579161233,0.9955333662,0.6649814953,0.5158648646,0.5389544696,0.8348890763,0.3158970669,0.3849958466,0.1934672379,0.805779739,0.6111418986,0.2474273549,0.3097944285,0.5792029946,0.2888055215,0.800937776,0.7155115486,0.3199570655,0.9688594431,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,1,0,0,1,60,0.4284018598,0.654255957,0.9091136524,0.6321891343,0.4857100701,0.5878247455,0.775201282,0.365461684,0.4221190639,0.2000324506,0.717037302,0.5632950884,0.2255867071,0.3262807995,0.6280253725,0.348744151,0.8763577431,0.6485016945,0.3150595878,0.8414784971,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,1,0,0,1,120,0.493567134,0.6509811737,0.891394562,0.5664507779,0.5058189591,0.4551070191,0.8966324793,0.354341609,0.384637896,0.170984022,0.8163085486,0.4646772024,0.1382228718,0.3117813897,0.6544660237,0.360058461,0.7891245938,0.5997139203,0.2885291368,0.717014147,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,1,0,0,1,240,0.4625079075,0.4703162998,0.6299248533,0.516349236,0.5045809774,0.4720233791,0.8608250066,0.3543057754,0.4404161361,0.1885432454,0.7666062148,0.5364766582,0.125307035,0.300121729,0.7230497696,0.4346755163,0.8510482223,0.5512640048,0.3083687231,0.6781727732,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,1,0,0,0,0,0,0,1,0,0.6134434491,1,1,0.7063129264,0.4783750247,0.3598044924,0.7763920952,0.5024594698,0.5648992209,0.2104704344,0.6491951717,0.6608566935,0.2944714268,0.3571275502,0.6095369983,0.476587594,0.8161967572,0.6148986434,0.3088508638,0.7728989325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,5,0.5461482164,0.6286285089,0.9894759127,0.5955784214,0.5991533602,0.6840932993,0.8535998021,0.3470825571,0.4176411512,1,0.6500993143,0.6475834254,0.7420960414,0.8136414968,0.5880387184,0.3487103023,0.8588985652,0.7203683433,1,0.9104963267,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,1,15,0.4794061775,0.6323967548,0.863324339,0.7571172819,0.4421242927,0.4551689947,0.8045203657,0.3746955927,0.4614030637,0.7758907712,0.7094127629,0.7339357077,0.7136260359,0.658441774,0.6331722497,0.3733059038,0.8952120063,0.8296501741,0.8416242763,0.9567351831,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,1,0,0,0,0,0,0,1,30,0.4515111121,0.6568800545,0.9121793164,0.857834015,0.4627783791,0.6715774515,0.8228491135,0.388646554,0.4281354189,0.682076009,0.7439100259,0.6944657556,0.6791027772,0.5547570041,0.5870454234,0.3300387831,0.8831026914,0.7350804457,0.7680492316,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,1,0,0,0,0,0,0,1,60,0.4222163913,0.7261659211,0.8679797522,0.733582647,0.4499114368,0.6311567347,0.7971786186,0.3636730373,0.4331038753,0.3810677774,0.7647692035,0.6101591543,0.44620946,0.4413811645,0.6358545422,0.3810866961,0.8386215155,0.7653105349,0.5261034931,0.7909283104,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,1,0,0,0,0,0,0,1,120,0.4676801748,0.6259902055,0.8127714077,0.7217705492,0.4560546013,0.4927988868,0.7944677075,0.3501448134,0.3712159252,0.3174149589,0.650268393,0.5381800903,0.2419890241,0.3695662102,0.680938738,0.446315252,0.8105683676,0.6384892736,0.4431153156,0.7432391107,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,1,0,0,0,0,0,0,1,240,0.5398607964,0.5169680662,0.6996257166,0.6049978423,0.4452883371,0.4850971212,0.8458831728,0.345745928,0.4354464678,0.3042185813,0.703420872,0.5688653708,0.2443135565,0.3775460382,0.7517248258,0.5129591484,0.8260300138,0.624553887,0.4070736115,0.7312287689,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,1,0,0,0,0,1,0,0.6134434491,1,1,0.7063129264,0.4783750247,0.3598044924,0.7763920952,0.5024594698,0.5648992209,0.2104704344,0.6491951717,0.6608566935,0.2944714268,0.3571275502,0.6095369983,0.476587594,0.8161967572,0.6148986434,0.3088508638,0.7728989325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,5,0.5094214968,0.6806420906,1,0.6814929869,0.9556876048,0.6721409389,0.8125868806,0.3697360053,0.406294033,0.2669269136,0.7112976168,0.5906929656,0.6690595788,0.6873201656,0.5756111081,0.3440497356,0.9227996075,0.7108708558,0.3574402119,0.949457629,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,1,15,0.5091327381,0.6242375351,0.9470620611,0.7652827637,0.7505631402,0.6763045586,0.815490433,0.3933591796,0.458637151,0.2579595547,0.8214780728,0.6630253312,0.7351993155,0.6615408557,0.6105099013,0.3480378702,0.9754506767,0.7030939203,0.3481579472,0.8236751405,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,1,0,0,0,0,1,30,0.5009123147,0.690468104,0.990729592,0.8711516393,0.7116011005,0.7205594528,0.8760640639,0.444067856,0.4076596482,0.2335988864,0.8275665256,0.7348821208,0.7921611689,0.5997713419,0.6590165882,0.3438167975,0.9336053841,0.7149224419,0.3617900148,0.9069531542,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,1,0,0,0,0,1,60,0.4477637225,0.6296599165,0.838566578,0.6302433837,0.5873681738,0.6556391201,0.78780928,0.3947850297,0.4164299989,0.2126158292,0.7854709344,0.5680716664,0.4827912144,0.4399193597,0.6352222301,0.366017857,0.9398913627,0.6697419765,0.3402047378,0.7618579548,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,1,0,0,0,0,1,120,0.4371400647,0.5338053001,0.7169815934,0.6515714705,0.5536050063,0.609119402,0.8268039593,0.378623219,0.4559576253,0.2080716609,0.7717990816,0.5474644889,0.2991114693,0.4470460747,0.7016925624,0.5271765825,0.8525103318,0.6718739215,0.3271765301,0.7656869822,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,1,0,0,0,0,1,240,0.6116325172,0.5897655285,0.8241950542,0.5796935269,0.513912044,0.5401328749,0.802653343,0.3610629949,0.4437351447,0.2175792035,0.7169994485,0.5576829522,0.2234559559,0.3849035783,0.7107284855,0.5462629754,0.9024942998,0.6010124793,0.3402758117,0.7928543963,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,0,0,0,1,1,0,0.6134434491,1,1,0.7063129264,0.4783750247,0.3598044924,0.7763920952,0.5024594698,0.5648992209,0.2104704344,0.6491951717,0.6608566935,0.2944714268,0.3571275502,0.6095369983,0.476587594,0.8161967572,0.6148986434,0.3088508638,0.7728989325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,1,5,0.4179238244,0.5798995027,0.8110953673,0.66756688,0.5450483023,0.5904913646,0.8439416277,0.3445202015,0.3844643832,0.2188390756,0.818661654,0.7228713517,0.4456881509,0.4271664714,0.6104907638,0.4124858013,0.9568935032,0.6637371907,0.3545022683,0.951886109,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,1,15,0.438815497,0.5005382221,0.8090304866,0.6741936903,0.5039797667,0.5295452365,0.7877020185,0.2932803379,0.3605273136,0.2604255877,0.7488083645,0.6516578181,0.3045539268,0.3604157862,0.6298207216,0.36968644,0.852983942,0.7363093202,0.3087434677,0.8935222209,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,0,0,1,1,30,0.4633183656,0.5473823991,0.7667496725,0.679871773,0.5067664876,0.5105309745,0.798110323,0.3390176664,0.3953608877,0.2004805479,0.7590550227,0.6515106629,0.3317534892,0.3476611386,0.6788654164,0.3411408538,0.9457765568,0.6444433787,0.3455992931,0.7680700783,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,0,0,1,1,60,0.4405825528,0.536389094,0.7918741565,0.5876450188,0.5178189267,0.607319315,0.8290288763,0.3769643878,0.4237088722,0.1897347017,0.7721453345,0.7196996632,0.2834008938,0.3306237935,0.6618455728,0.3991331287,0.8219660564,0.6823502374,0.3324939371,0.8102860482,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,0,0,1,1,120,0.5621416437,0.5490102938,0.7526299103,0.6067202028,0.5072602324,0.5172676501,0.8515969472,0.3890189148,0.4370143976,0.1911571669,0.751916972,0.6787830815,0.2098548332,0.3128946135,0.7272045964,0.6185992478,0.8068600863,0.600804191,0.3148761173,0.8425972084,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,0,0,1,1,240,0.5325534142,0.4643506053,0.6534822282,0.5752242723,0.5080334844,0.4490497742,0.8103628594,0.3585595182,0.4472432072,0.2171662577,0.7157877976,0.6786529136,0.2113719292,0.323248455,0.7841982445,0.6439692945,0.9556921797,0.6131654974,0.3143226332,0.7693976649,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
