TR:MCF7:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:INSULIN,TR:NRG1,TR:SERUM,TR:AKT_pT308i,TR:MEK1_pS217_S221i,DV:4EBP1_pS65,DV:AKT_pS473,DV:AKT_pT308,DV:BAD_pS112,DV:c-JUN_pS73,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:EGFR_pY992,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:PKC-alpha_pS657,DV:Rb_pS807_S811,DV:Src_pY416,DV:STAT3_pY705,DA:4EBP1_pS65,DA:AKT_pS473,DA:AKT_pT308,DA:BAD_pS112,DA:c-JUN_pS73,DA:c-Met_pY1235,DA:c-Raf_pS338,DA:EGFR_pY992,DA:ER-alpha_pS118,DA:GSK3-alpha-beta_pS21_S9,DA:GSK3-alpha-beta_pS9,DA:HER2_pY1248,DA:JNK_pT183_pT185,DA:MAPK_pT202_Y204,DA:MEK1_pS217_S221,DA:mTOR_pS2448,DA:p70S6K_pT389,DA:p90RSK_pT359_S363,DA:PKC-alpha_pS657,DA:Rb_pS807_S811,DA:Src_pY416,DA:STAT3_pY705
1,0,0,0,0,0,0,0,0,1,0.7308892384,0.1260348235,0.1700932493,0.5388254586,0.6089019064,0.8815447045,0.5016686154,0.5954375795,0.7585008311,0.5097998562,0.5843192921,0.6855102444,0.4688060071,0.0952876639,0.1667425522,0.7292753281,0.1622027588,0.6286107023,0.8689830458,0.5115594993,0.7868950711,0.9115735948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.6993086157,0.1206881686,0.1576119113,0.5391647152,0.6481116545,0.850497866,0.3940337421,0.5446606439,0.6859788711,0.5138652045,0.5686060463,0.7449956379,0.5019665153,0.0986637791,0.1664366857,0.5084027513,0.1577762652,0.6995232602,0.7643647323,0.438712585,0.6342269409,0.9146203864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7452446388,0.0146130827,0.0481639337,0.629206316,0.6453399913,0.8471211126,0.4262610396,0.5492379807,0.6428739818,0.4881000176,0.572266396,0.6853028165,0.4302889075,0.3997182826,0.2519804921,0.4933967777,0.1825554643,0.6920952019,0.682176091,0.4460420598,0.6092408712,0.7972442313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.6750633036,0.0115484532,0.0446040565,0.5687475783,0.6352736384,0.8508372831,0.4184703838,0.5204706831,0.6742985929,0.5453569812,0.5760666015,0.6618560656,0.4564063189,0.4002244707,0.2517929196,0.5406895076,0.1864017313,0.7073669855,0.7368148584,0.4420261888,0.6842852104,0.8095310337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7600562561,0.0161357329,0.0531218755,0.5343947911,0.6554182023,0.8437575859,0.4308738475,0.5391626328,0.6584912305,0.5104605926,0.5560363091,0.6782181674,0.4528159195,0.4365285042,0.2671704981,0.5182692161,0.1588293018,0.6787904173,0.7002113276,0.4613157648,0.7737733436,0.9241127367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7563225263,0.0137142212,0.0489749456,0.5511557843,0.6255054889,0.8657485823,0.4019079621,0.5397727535,0.6831555626,0.4974696381,0.5641565022,0.672594665,0.4582708289,0.3898279292,0.2547111416,0.5331270592,0.177033091,0.6463487052,0.7677101227,0.44706216,0.7591405168,0.8483377317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7213814793,0.0104763111,0.0415393691,0.5273215151,0.6085024579,0.8195667018,0.3624035003,0.5436387011,0.7177953867,0.4890520826,0.6028075833,0.7558941682,0.4714831412,0.3320766588,0.2416564268,0.5495867105,0.1587530654,0.6717613552,0.703139785,0.491480992,0.7045395111,0.8715053463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7050029588,0.0098120466,0.0405769122,0.5310156119,0.5807335239,0.834981628,0.3968226242,0.6171631534,0.643239195,0.5032325943,0.5697064498,0.7193614636,0.4630136018,0.2996575623,0.2207824414,0.5343081148,0.1419045614,0.6769430195,0.7261696656,0.4807497402,0.6380687597,0.8452699272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.7194348367,0.0826096929,0.1138052891,0.5070808809,0.6132598619,0.8765530298,0.4127170228,0.5700286902,0.6793945827,0.4662596669,0.5142772411,0.7383461731,0.403274169,0.0768912638,0.1633867563,0.4466554903,0.1482780912,0.6637243481,0.6956089741,0.3952596157,0.6020294369,0.8089283513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.81547796,0.08857088,0.1267107713,0.5748327865,0.6607837072,0.7887976676,0.393890276,0.4974889731,0.6001531249,0.4916893926,0.5208437497,0.8164204309,0.4116223255,0.0771949901,0.154039203,0.4735619715,0.1545657527,0.6706388008,0.6916951684,0.466789963,0.62427915,0.8402591392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7502998148,0.0114895453,0.0416795457,0.5250846829,0.5537213071,0.8408066801,0.4300727807,0.5412457749,0.6895155108,0.5290793627,0.5850421238,0.7671825856,0.4622157103,0.2128686853,0.1988563066,0.7803172981,0.1546947768,0.6698358088,0.8460496235,0.5254265192,0.7350338512,0.8552032483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.7716557755,0.0865613296,0.1198735268,0.5730324561,0.6484759067,0.8136695918,0.3404364156,0.4568606955,0.6844478727,0.4531861445,0.4920455012,0.7178254438,0.4573766478,0.0584337479,0.1430505376,0.4667748553,0.1545278563,0.6194715361,0.7726198781,0.4146973399,0.6489894527,0.8713001529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.7892556437,0.0790901804,0.1160811658,0.5455398692,0.6441603125,0.8835393358,0.3315970628,0.5390366717,0.6938560696,0.4401168256,0.5183422844,0.7533772495,0.3846721343,0.0728222601,0.1470273653,0.4783425927,0.1567281891,0.6595482659,0.6502434637,0.4641051013,0.6940643187,0.8482595677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7557041333,0.0129165741,0.0450992203,0.5496320739,0.5728140954,0.8481570452,0.4480505702,0.5368642615,0.7410660531,0.5508249281,0.5838565975,0.916435106,0.4459686855,0.2710138227,0.1903049292,0.7592119994,0.1841628782,0.6831958549,0.8851651329,0.5003984515,0.6326205091,0.9654650519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7325890479,0.010289698,0.0413818859,0.5629985576,0.5911127633,0.8956737875,0.3096638295,0.521074569,0.6633334032,0.5034928379,0.5741259113,0.7666951575,0.4359813578,0.2369638807,0.1800343972,0.5190220663,0.1854876382,0.7356401284,0.6808065223,0.4593971064,0.5614084172,0.7878624423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.8458703815,0.0121245758,0.0430099773,0.6139506922,0.6258453512,0.7950677107,0.3680218922,0.4968595866,0.6722776045,0.5139051754,0.5442217021,0.7791768292,0.4091610555,0.2876520524,0.2064356875,0.5416820616,0.1843140267,0.6698717718,0.7285068984,0.5085700794,0.5938808951,0.8735313168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7710705069,0.0138736522,0.0436143019,0.5248361421,0.5699968506,0.7789898134,0.5267689598,0.5617265998,0.728730673,0.5609791817,0.6085159194,0.7159266152,0.4128259897,0.2632923421,0.1887374229,0.7486437807,0.188583996,0.6574905431,0.8970394074,0.5613152686,0.7120523312,0.886190067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0.6716966151,0.2172684244,0.306275385,0.5502029144,0.6392813443,0.981392068,0.6954512712,0.4935436139,0.6909034211,0.6458800428,0.7150268586,0.7174736735,0.4832535151,0.8758709817,0.7230696291,0.7780168241,0.1461292459,0.8189980882,0.8290555953,0.4880905035,0.8144174673,0.9007008372,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,1,0,0.738767736,0.0830945185,0.1399189462,0.5088595364,0.6588648622,0.9032507732,0.4563778295,0.5593071251,0.6408567075,0.5502724702,0.6112972659,0.6784972795,0.5328419154,0.4744981567,0.2126120975,0.7959509053,0.1283134635,0.7292064445,0.9237230679,0.5027119838,0.7064586463,0.881766976,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,0,0,0.7357557461,0.1585800609,0.2104090723,0.5411112928,0.6437224936,0.9274247162,0.7047777014,0.5214861945,0.7096781523,0.7215662899,0.7881223047,0.7515601798,0.4744737115,0.9370293114,0.7701514696,0.8165756839,0.16662288,0.754901516,0.8139977619,0.5206337932,0.7096545746,0.8815420791,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,0,0,0.7532049423,0.0119256523,0.0528995923,0.5194843195,0.5946576057,0.892995598,0.4539912662,0.5525179555,0.6196311695,0.6035923334,0.5918665652,0.7362228546,0.4743566282,0.4114179795,0.2056584187,0.7784352193,0.1492834702,0.7387410802,0.8465337198,0.5270538661,0.6022216682,0.8371230569,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,1,0,0.7342870244,0.3238646515,0.550529497,0.5705685777,0.6533956191,0.9021713288,0.9943014143,0.5753861398,0.7166706299,0.7303017185,0.7385117011,0.8772193191,0.4906847393,1,0.8098870662,0.8213003571,0.1694018347,0.7676276081,0.8391143813,0.5286655911,0.7531186466,0.8349640676,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,0,0,0.7550396069,0.0123847314,0.0413846221,0.5337684571,0.624858795,0.6960491211,0.2943935849,0.5371524528,0.7126666212,0.5621275165,0.6478132644,0.7754145606,0.502241427,0.4460421166,0.2513986654,0.7428229605,0.1651382734,0.6968766765,0.7579883956,0.5069083135,0.6712442914,0.859675796,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,1,0,0,0,0,0,0.7631367804,0.1186560657,0.1436548865,0.5187389036,0.6066440427,0.8251117251,0.3790093385,0.5429085983,0.7078548851,0.7693495466,0.7936200828,0.8430930676,0.495399614,0.5003264508,0.2321355799,0.8359310658,0.2809797896,0.6714026611,0.8362753439,0.6114024996,0.8279819367,0.8731623873,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,0,1,0.7239767674,0.1102193393,0.1328372651,0.5001226416,0.6397859724,0.8668547366,0.3579127657,0.5892700317,0.6844484638,0.5326370427,0.614780308,0.799407889,0.5785749895,0.0841414067,0.1676218346,0.8201044886,0.1807698383,0.6358068461,0.803872689,0.5522620315,0.7262965534,0.8460615481,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,1,0,0,0,0,1,0.8304099049,0.3096917884,0.4303823682,0.5742118082,0.6699898261,0.8702138087,0.3045512407,0.4842815208,0.6474857534,0.6458268044,0.7821063738,0.806662194,0.4957329258,0.1254040282,0.2117192519,0.637042879,0.3055015623,0.617042955,0.7466016511,0.5556251377,0.7865283894,0.7631678676,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,0,1,0,0.7285606233,0.0743346453,0.1137206928,0.4822480105,0.6254502053,0.9214174024,0.5122533366,0.5597938155,0.6447755838,0.4746047888,0.5309786498,0.6645119492,0.4833639092,0.3113695764,0.2269707634,0.7290717016,0.1035475203,0.6471932557,0.8899740127,0.475732614,0.800004019,0.9190681138,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,0,0,0.7766964656,0.3213086493,0.3997008401,0.5386674931,0.653828178,0.8994789954,0.7741071222,0.516358813,0.6974610105,0.8010466459,0.8637712828,0.8297840738,0.4717026093,0.9237676743,0.7373699862,0.8003335936,0.2071441123,0.7863335603,0.8420456655,0.5304654184,0.8544280121,0.8840283728,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,0,0,0,0.7234492403,0.0099670782,0.0470051875,0.5014310125,0.6468916135,0.918397017,0.5042234791,0.5703028039,0.6099094125,0.4840199125,0.5609570441,0.6698471843,0.4542592123,0.3749337036,0.2538257648,0.7902722332,0.1195983642,0.6446754684,0.8553720657,0.4932135894,0.6636018674,0.8408375623,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,0,0,0.6950524994,0.0108481091,0.0402893983,0.4747798505,0.5777535648,0.9424893094,0.3718768821,0.5320694513,0.6999866545,0.5492474848,0.5901479262,0.7266853473,0.491491978,0.3956150298,0.2224918207,0.8247071977,0.1708751374,0.6906997097,0.8745236405,0.563742315,0.8872043642,0.9174976963,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,0,0,0.8196092749,0.1638279232,0.2097277183,0.6278532574,0.6163189668,0.8478295388,0.3766373707,0.54597974,0.7336421747,0.689988242,0.7047560699,0.7839468185,0.4207997285,0.8129432887,0.5613008881,0.5550353982,0.2883091736,0.7484726194,0.7347554442,0.4985204292,0.7661680879,0.8775527956,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,0,1,0.7420906748,0.2409687,0.3499618601,0.5317641894,0.6189153844,0.8778365732,0.5193503674,0.5719641458,0.6923149599,0.6644380281,0.7433598099,0.8245604801,0.5270361991,0.1128498003,0.4188211683,0.656904814,0.2373449066,0.6188767559,0.7595036265,0.5041902577,0.7083046146,0.8628372031,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,0,1,0.8077225653,0.2467018273,0.377841506,0.5543476742,0.6678004247,0.8409812712,0.3447755679,0.5849139731,0.589671081,0.6324299423,0.6637242219,0.8531870181,0.4674732984,0.0834866514,0.2856719998,0.5652262192,0.2366492675,0.6080092059,0.7000296891,0.4701453312,0.6463430556,0.8234556126,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,0,0,0.7668779387,0.0102045564,0.0376677765,0.5321247784,0.5904355158,0.8007348901,0.3140589743,0.5510692114,0.6482685928,0.5777496054,0.6402709652,0.785634371,0.5010200101,0.3256719133,0.2023078733,0.7663389799,0.2116053118,0.6199427164,0.793069452,0.594933987,0.6732044324,0.8199623168,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,1,0,0,0,0,0,0.7823811468,0.0964040955,0.1129076279,0.5525432583,0.587431512,0.8127080818,0.2624330716,0.4997709495,0.6760571728,0.7195380726,0.7340305191,0.777818676,0.4394515832,0.4258158499,0.2152617128,0.7651534496,0.2619339587,0.6353128633,0.7565041617,0.5982423524,0.7588319865,0.7927054968,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,0,0,0.7896635765,0.0718219829,0.0978060793,0.6434666587,0.6033019082,0.8158943078,0.4388324431,0.5272877817,0.7458950367,0.6998510464,0.7264513372,0.7265423898,0.4463325756,0.9328360353,0.6096969055,0.6999134718,0.2679740422,0.8103966348,0.7211636712,0.6132873535,0.7168780456,0.7978092485,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,0,0,0.8532672534,0.1394129811,0.1752923684,0.5858381099,0.568891051,0.8360409391,0.3545790188,0.4759883189,0.7028066003,0.6894266093,0.7254411814,0.7582053635,0.4522980409,0.6719608133,0.4423758228,0.6520003073,0.2834274549,0.6739715975,0.6917182775,0.5450201055,0.7391717113,0.8680369039,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,1,0,0,1,0,0.7675092697,0.1947416841,0.2551103899,0.5201816541,0.6156921602,0.8474100943,0.5389973891,0.4798982372,0.7591606949,0.5955125032,0.7083465642,0.7628922239,0.4674479087,0.2947882364,0.1913032536,0.8249522994,0.231943368,0.6386014546,0.7897345632,0.6574630128,0.737732194,0.8928126816,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,1,0,0.7341576971,0.1165673036,0.1611519985,0.4865594741,0.6252672051,0.8161102932,0.5651020932,0.5103198279,0.7235678542,0.5951974623,0.6326610609,0.6943560664,0.4738983145,0.4878741992,0.2819117566,0.791644249,0.1842037918,0.7013411293,0.8118587367,0.6517158977,0.7899314677,0.8568439167,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,1,0,0,0,0,0.787168887,0.0267098143,0.0761165725,0.5369965948,0.6317550198,0.8142915911,0.4973062246,0.4566428547,0.6881965296,0.646021305,0.719729506,0.8105945529,0.4630174286,0.2693848482,0.1851315991,0.7545883716,0.2925909277,0.6637789677,0.7043455698,0.6219495129,0.6491459742,0.7955250378,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,0,0,0.723416079,0.0280883787,0.0599804924,0.5152363499,0.6166506686,0.8162689544,0.6081834813,0.5109195282,0.7058084499,0.5683219092,0.6724752618,0.7252634422,0.4722280172,0.5757698597,0.3140613227,0.7641468629,0.2225443252,0.7072404553,0.7610742634,0.6666455647,0.7213309405,0.8776136446,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,1,0,0,0,1,0,0.8614971531,0.4361356564,0.5478597645,0.5844983952,0.6609236634,0.8314002364,0.5089837524,0.5216369235,0.7300989129,0.7059172256,0.7796865325,0.6819752595,0.4451430393,0.4924255766,0.2218226741,0.7456217575,0.3556572004,0.6811797395,0.7183688207,0.6204823297,0.7048298459,0.8675895341,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,1,0,0.7674089656,0.295894051,0.3720546158,0.6890566727,0.6944021398,0.8689581159,0.7289858225,0.5053556685,1,0.7774791159,0.8194387642,0.635701864,0.5021069643,0.9744817814,0.5811737028,0.8091483327,0.3433980574,0.9338061734,0.7974371091,0.7502389295,0.7240817375,0.9360568094,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,1,0,0,0,0,0,0.7555587115,0.1023065926,0.1193660577,0.5924250045,0.6328114752,0.8652563212,0.403889186,0.4886610139,0.731827159,0.7242941821,0.7886561584,0.6305271768,0.4841454277,0.3913411929,0.1978756585,0.854828251,0.3458509504,0.6571096355,0.8355532064,0.6255613688,0.8206917554,0.8572394973,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,0,0,0.6120725635,0.0118508779,0.0889549833,0.3788196054,0.7168914879,0.852844524,0.6849276361,0.4727212506,0.6414769617,0.4179145827,0.4762793427,0.656715871,0.4472169334,0.4654095061,0.2620011273,0.5621904232,0.0221437224,0.7173087583,0.8057580732,0.5233650555,0.8883778639,0.8975329897,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,0,0,0.746741461,0.1058245019,0.1472210592,0.6257959671,0.6410029769,0.9251540685,0.5225084264,0.5072951569,0.7479954847,0.6527817031,0.696752964,0.7577438922,0.5383327393,0.9708055767,0.6984513135,0.5000455067,0.2328997465,0.816853073,0.7118867275,0.4886305852,0.7073144455,0.8978939913,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,0,0,0.7998498883,0.0110242697,0.0407030277,0.6051247155,0.6314501166,0.847991512,0.3211266575,0.492612301,0.654232473,0.5729926059,0.629070953,0.6842394629,0.5061183564,0.3980501443,0.1928516572,0.4744981479,0.2198442705,0.7597943623,0.6136617373,0.5154179039,0.6169014354,0.8823715618,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,0,1,0.7220381736,0.1942461312,0.2629818339,0.5238191932,0.6685859991,0.9586288367,0.4596974872,0.5383729605,0.6409650857,0.5363096198,0.5768691616,0.7973255398,0.4947274267,0.0975092217,0.3525523509,0.4799251644,0.1790281589,0.6967540936,0.7144504404,0.415900964,0.6052245622,0.9553797804,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,0,1,0.7332379681,0.1028294329,0.1439680546,0.5586858404,0.6589289738,0.9012965403,0.4122583076,0.5305581688,0.6002163748,0.530940155,0.5420797584,0.7399067074,0.5241417562,0.0858764955,0.1841841816,0.5278789848,0.1855425221,0.6892441436,0.6811178446,0.4442699913,0.5774242349,0.8467112814,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,1,0,0,0,0,0.7555968847,0.0242911561,0.0511319855,0.5520201403,0.6811979238,0.8563353783,0.3106606929,0.4957117591,0.6963051179,0.5655750714,0.6098070391,0.7378448623,0.4767535562,0.3624528578,0.2248125939,0.4982016043,0.2021745762,0.6758506392,0.7079738134,0.456801342,0.7261837937,0.9136423188,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,0,0,0,0.8041342122,0.0107115585,0.0413574388,0.546817184,0.6415782236,0.8593576989,0.3423524904,0.5522884655,0.678135494,0.5316289987,0.5451367302,0.6606363322,0.4601483077,0.340631071,0.225816091,0.4854891115,0.2222427675,0.6388776855,0.6982197624,0.5174573753,0.6717736266,0.8839984463,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,1,0,0,0,1,0.7678432099,0.1420675945,0.1938722303,0.576887849,0.6985411198,0.8944013027,0.3612707804,0.5327337526,0.6656106712,0.5035054504,0.5807775933,0.7043533586,0.4647007415,0.0932874274,0.1657302299,0.4854056221,0.2117419557,0.6588651521,0.6506591775,0.4441875245,0.7370306068,0.8716647286,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,0,0,1,0.7999256973,0.1127950999,0.1338781142,0.5540032933,0.7113683772,0.9173211923,0.3795922149,0.5138871166,0.7107916997,0.4436633953,0.539166712,0.6873522911,0.4985544386,0.0706638272,0.1693332702,0.4818293241,0.1669311556,0.6703705873,0.736610896,0.4689730441,0.711093078,0.9226126352,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,0,0,0.8329715158,0.0903316238,0.1299867664,0.6469504624,0.7007077168,0.9926372911,0.4401893488,0.519690717,0.6757768467,0.6275439233,0.6705847921,0.8008321719,0.5079249802,0.83947091,0.6304548054,0.4964179384,0.2448875681,0.7467563174,0.663340853,0.4837621285,0.6430560992,0.8573461932,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,0,0,0.8034512159,0.0184799634,0.0456794082,0.6342631988,0.6036314446,0.8709476866,0.439767876,0.5944428093,0.8064455151,0.6785177513,0.7030344559,0.6897677151,0.4872981848,0.4267545536,0.1791614535,0.810493781,0.2456224136,0.7310847509,0.9075139728,0.5780759889,0.6530387826,0.8598910867,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,1,0,0,0,0,0.7963415442,0.028918124,0.0534480329,0.6864469143,0.6797972519,0.826646755,0.3240271223,0.5361834455,0.6429388897,0.5606478045,0.6279508458,0.7854308641,0.467936338,0.3139180715,0.1922100302,0.5279574859,0.241403038,0.7124367786,0.6955821384,0.476498148,0.6189756369,0.8343597268,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,0,0,0,0.7527548965,0.011776145,0.0408741346,0.5841555794,0.6312324637,0.8369633186,0.3594985277,0.536745902,0.6701134124,0.5561322763,0.5562378262,0.74745366,0.4725924643,0.2905071671,0.1849877714,0.5354278249,0.2103129029,0.6901208697,0.6998677304,0.4971489379,0.6037147023,0.8461967121,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,0,0,0.9262501577,0.0224700546,0.0626215362,0.5932061414,0.6934524621,0.8743747194,0.4071174641,0.5158317917,0.5277706142,0.6818520422,0.7269641089,0.7884392,0.4974254452,0.3776170546,0.2020481155,0.7414537856,0.226881009,0.6690894017,0.7353492947,0.6168583185,0.6144483357,0.8333638553,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,0,1,0,1,0,0.8289922133,0.6217748255,0.7439181093,0.6862994528,0.7193297973,0.9017433276,0.8330647575,0.5570785946,0.7641650048,0.7025479192,0.7517331429,0.7335613008,0.6000250821,0.799461013,0.5603677435,0.8565340603,0.4045532674,1,0.9637333624,0.6094477564,0.8501341001,0.8655342181,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,0,0,0,1,0,0.7636815052,0.0654583887,0.1181409125,0.5257294021,0.653244891,0.9138982482,0.5169713248,0.6201358972,0.5973587067,0.4179268533,0.497370761,0.7236676501,0.4397931027,0.3779510131,0.2693329723,0.5661227773,0.0926225585,0.6596150829,0.824327606,0.4614251085,0.7119448226,0.8117553369,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,0,1,0,0,0,0.9241270293,0.2828666564,0.315271144,0.8192415636,0.6928030636,0.8665758445,0.6583013549,0.5878538532,0.7517583932,0.8628663989,0.9377476585,0.737521249,0.4986883337,0.813641898,0.5160784274,0.6318553574,0.5062377308,0.9044405574,0.7538838826,0.6734134018,0.6999927853,0.8734594033,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
